,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
65,2020-03-05,2020,2,2020-03-05,Sicredi Rio Paraná PR/SP,"Cooperativa de Crédito, Poupança e Investimento Rio Paraná PR/SP",1.2,0.21,Sim,Presidente Bernardes,RA Presidente Prudente,Inauguração agência da cooperativa de crédito,6424-7 - Crédito cooperativo,6424-7 - Crédito cooperativo,Implantação,2019 - 2020,7,1200000.0,210000.0,3,M,Serviços,33,0,18
66,2020-08-04,2020,2,2020-08-04,Centro de Pesquisas em Engenharia - CPE,Fundação de Amparo à Pesquisa do Estado de São Paulo / São Martinho / Universidade Estadual Paulista Julio de Mesquita,29.0,5.45,Sim,Jaboticabal,RA Ribeirão Preto,"Construção centro de pesquisas para controle de pragas da cana-de-açúcar, em parceria da São Martinho com a Fapesp",7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,8411-6 - Administração pública em geral / 1071-6 - Fabricação de açúcar em bruto / 8531-7 - Educação superior - graduação,Implantação,2020 - 2020,7,29000000.0,5450000.0,5,G,Serviços,21,1,15
67,2020-12-05,2020,2,2020-12-05,Cinesystem,Cinesystem,0.1,0.02,Sim,Praia Grande,RA Santos,Abertura complexo de drive-in em Praia Grande,5914-6 - Atividades de exibição cinematográfica,6462-0 - Holdings de instituições não-financeiras,Implantação,2020 - 2020,7,100000.0,20000.0,1,P,Serviços,7,0,14
68,2020-02-05,2020,2,2020-02-05,DP World Santos,Empresa Brasileira de Terminais Portuários - Embraport,700.0,124.05,Sim,Santos,RA Santos,Construção trecho de cais e novas estruturas logísticas na área de instalação marítima,5231-1 - Gestão de portos e terminais,5231-1 - Gestão de portos e terminais,Ampliação,2020 - 2020,5,700000000.0,124050000.0,7,GG,Infraestrutura,7,1,8
69,2020-05-20,2020,2,2020-05-20,Super Muffato,Irmãos Muffato Cia.,45.0,7.97,Sim,São José do Rio Preto,RA São José do Rio Preto,Construção supermercado  de mercadorias em gera,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",Implantação,2020 - 2020,1,45000000.0,7970000.0,5,G,Comércio,17,3,12
70,2020-05-31,2020,2,2020-05-31,Tamareira Fábrica Bar,Tamareira Fábrica Bar,1.0,0.18,Sim,São José do Rio Preto,RA São José do Rio Preto,"Inauguração fábrica de cervejas artesanais, bar e restaurante","1113-5 - Fabricação de malte, cervejas e chopes","1113-5 - Fabricação de malte, cervejas e chopes",Implantação,... - 2020,3,1000000.0,180000.0,3,M,Indústria,17,2,19
71,2020-01-06,2020,2,2020-01-06,São Paulo Catarina Aeroporto Executivo,JHSF Operadora do Catarina Aeroporto Executivo,700.0,134.71,Sim,São Roque,RA Sorocaba,"Construção hangar mais três unidades, espécie de galpão para estacionar as aeronaves e prepará-las para o próximo voo e construção de aeroporto",5240-1 - Atividades auxiliares dos transportes aéreos,5240-1 - Atividades auxiliares dos transportes aéreos,Implantação,2019 - 2020,5,700000000.0,134710000.0,7,GG,Infraestrutura,13,1,8
72,2020-06-16,2020,2,2020-06-16,Sabesp,Cia. de Saneamento Básico do Estado de São Paulo,332.0,63.89,Sim,Mauá,RM São Paulo,"Concessão manutenção com ampliação da rede de água e da implantação de reservatórios, além de obras para reduzir as perdas e regularizar comunidades com novas ligações de água","3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação,2020 - 2060,5,332000000.0,63890000.0,7,GG,Infraestrutura,1,1,8
73,2020-09-05,2020,2,2020-09-05,G2L Logística,Gerdau,0.6,0.11,Sim,Mogi das Cruzes,RM São Paulo,Abertura unidade de centro logístico,4930-2 - Transporte rodoviário de carga,2423-7 - Produção de laminados longos de aço,Implantação,... - 2020,5,600000.0,110000.0,1,P,Infraestrutura,1,0,20
74,2020-04-23,2020,2,2020-04-23,Volkswagen,Volkswagen do Brasil Indústria de Veículos Automotores,5.0,0.94,Sim,São Bernardo do Campo,RM São Paulo,Ampliação e modernização fábricas da empresa do território nacional,"2910-7 - Fabricação de automóveis, camionetas e utilitários","2910-7 - Fabricação de automóveis, camionetas e utilitários",Ampliação,2015 - 2020,3,5000000.0,940000.0,3,M,Indústria,1,2,1
75,2020-03-04,2020,2,2020-03-04,Equinix,Equinix do Brasil Telecomunicações,724.24,136.0,Sim,São Paulo,RM São Paulo,Ampliação capacidade da empresa de centro de dados,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",6190-6 - Outras atividades de telecomunicações,Ampliação,2020 - 2022,7,724240000.0,136000000.0,7,GG,Serviços,1,1,16
76,2020-10-04,2020,2,2020-10-04,Instituto D'Or de Pesquisa e Ensino - Idor,Instituto D'Or de Pesquisa e Ensino - Idor,20.0,3.76,Sim,São Paulo,RM São Paulo,Desenvolvimento pesquisas sobre o novo coronavírus,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Implantação,2020 - 2021,7,20000000.0,3760000.0,5,G,Serviços,1,1,15
77,2020-04-13,2020,2,2020-04-13,Hospital da Alma,Erica Oliveira Moraes,0.01,0.0,Sim,São Paulo,RM São Paulo,Inauguração clínica holística,8599-6 - Atividades de ensino não especificadas anteriormente,8599-6 - Atividades de ensino não especificadas anteriormente,Implantação,2020 - 2020,7,10000.0,0.0,1,P,Serviços,1,0,14
78,2020-05-17,2020,2,2020-05-17,Elka,Elka Plásticos,0.4,0.07,Sim,São Paulo,RM São Paulo,"Desenvolvimento máscara com um filtro utilizado na máscara PFF2, que filtra microorganismos e partículas não biológica",3292-2 - Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,3240-0 - Fabricação de brinquedos e jogos recreativos,Ampliação,2020 - 2020,3,400000.0,70000.0,1,P,Indústria,1,2,21
79,2020-01-06,2020,2,2020-01-06,Cortex,SLA Consultoria,120.0,23.09,Sim,São Paulo,RM São Paulo,Expansão empresa desenvolvedora de plataforma de marketing e vendas que usa dados de mercado e informações internas de clientes,7319-0 - Atividades de publicidade não especificadas anteriormente,8211-3 - Serviços combinados de escritório e apoio administrativo,Ampliação/Modernização,2020 - ...,7,120000000.0,23090000.0,7,GG,Serviços,1,1,16
80,2020-06-27,2020,2,2020-06-27,Garage Cworking,Cworking Garage Soluções em Negócios,0.3,0.06,Sim,São Paulo,RM São Paulo,Inauguração espaço  para coworking com 80 postos de trabalho e 40 posições flexíveis,8211-3 - Serviços combinados de escritório e apoio administrativo,8211-3 - Serviços combinados de escritório e apoio administrativo,Implantação,2018 - 2019,7,300000.0,60000.0,1,P,Serviços,1,0,14
81,2020-01-30,2020,1,2020-01-30,Eixo SP,Consórcio Infraestrutura Brasil,14000.0,3374.14,Sim,Inter-regionais,Inter-regionais,"Concessão manutenção e ampliação do conjunto de estradas para operar o Lote PiPa entre Piracicaba e Panorama., por 30 anos","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",Implantação,2020 - 2050,5,14000000000.0,3374140000.0,7,GG,Infraestrutura,3,1,8
82,2020-10-03,2020,1,2020-10-03,Havan,Havan Lojas de Departamentos,30.0,6.14,Sim,Inter-regionais,Inter-regionais,Inauguração lojas da rede de lojas de departamento,"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2020 - 2020,1,30000000.0,6140000.0,5,G,Comércio,3,3,12
83,2020-01-22,2020,1,2020-01-22,Bracell,Bracell Celulose Solúvel Especial Participações,1000.0,241.01,Sim,Lençóis Paulista,RA Bauru,Modernização fábrica de celulose nas instalações de gaseificação de biomassa e no sistema de distribuição de energia I complemento ficha 4130,1710-9 - Fabricação de celulose e outras pastas para a fabricação de papel,1710-9 - Fabricação de celulose e outras pastas para a fabricação de papel,Ampliação,2018 - 2021,3,1000000000.0,241010000.0,7,GG,Indústria,11,3,17
84,2020-11-03,2020,1,2020-11-03,JBS Embalagens Metálicas,JBS Embalagens Metálicas,13.0,2.66,Sim,Lins,RA Bauru,Modernização equipamento e processos da fábrica para dobrar sua capacidade produtiva,2591-8 - Fabricação de embalagens metálicas,2591-8 - Fabricação de embalagens metálicas,Ampliação/Modernização,2020 - 2020,3,13000000.0,2660000.0,5,G,Indústria,11,3,7
85,2020-02-27,2020,1,2020-02-27,Galleria Shopping,Iguatemi Empresa de Shopping Centers,125.0,28.8,Sim,Campinas,RA Campinas,Construção torre de escritórios com 14 andares anexa ao shopping,6822-6 - Gestão e administração da propriedade imobiliária,6822-6 - Gestão e administração da propriedade imobiliária,Implantação,2020 - 2021,7,125000000.0,28800000.0,7,GG,Serviços,5,1,16
86,2020-03-17,2020,1,2020-03-17,Superlógica,Warburg Pincus Ventures,300.0,61.43,Sim,Campinas,RA Campinas,Expansão operações de startup de administração de condomínios,6822-6 - Gestão e administração da propriedade imobiliária,6462-0 - Holdings de instituições não-financeiras,Ampliação,... - 2020,7,300000000.0,61430000.0,7,GG,Serviços,5,1,16
87,2020-02-21,2020,1,2020-02-21,Usina Granelli,Empresa Brasileira de Pesquisa Agropecuária / Usina Granelli / Safe Trace Indústria e Comércio de Sistemas de Rastreabilidade,0.93,0.21,Sim,Charqueada,RA Campinas,"Desenvolvimento tecnologias para rastreabilidade da cadeia de cana-de-açúcar, permitindo registrar e acompanhartodo o processo de produção .",0113-0 - Cultivo de cana-de-açúcar,- / 1072-4 - Fabricação de açúcar refinado / 6203-1 - Desenvolvimento e licenciamento de programas de computador não-customizáveis,Implantação,2020 - 2022,9,930000.0,210000.0,1,P,Outros,5,0,22
88,2020-06-02,2020,1,2020-06-02,Sabesp,Cia. de Saneamento Básico do Estado de São Paulo,9.0,2.07,Sim,Itupeva,RA Campinas,Implantação coletor-tronco às margens do rio jundiaí e ribeirão Caxambu com quase 8km de extensão,3701-1 - Gestão de redes de esgoto,"3600-6 - Captação, tratamento e distribuição de água",Ampliação,2020 - 2021,5,9000000.0,2070000.0,3,M,Infraestrutura,5,0,2
89,2020-07-01,2020,1,2020-07-01,Hospital de Caridade São Vicente de Paulo,CPFL Energia,0.74,0.18,Sim,Jundiaí,RA Campinas,Instalação usina solar para produção de energia fotovoltaica e assim promover a redução dos gastos com energia do hospital.,8610-1 - Atividades de atendimento hospitalar,6462-0 - Holdings de instituições não-financeiras,Implantação,2019 - 2020,7,740000.0,180000.0,1,P,Serviços,5,0,14
90,2020-01-29,2020,1,2020-01-29,Plenum,"M3 Health Indústria e Comércio de Produtos Médicos, Odontológicos e Correlatos",100.0,24.1,Sim,Jundiaí,RA Campinas,Instalação fábrica que produz implantes dentários de titânio com impressoras 3D,3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Implantação,2009 - 2019,3,100000000.0,24100000.0,7,GG,Indústria,5,3,17
91,2020-06-02,2020,1,2020-06-02,Hospital de Caridade São Vicente de Paulo,Hospital de Caridade São Vicente de Paulo,0.6,0.14,Sim,Jundiaí,RA Campinas,Reforma pavimento superior no telhado e na parte elétrica  do hospital.,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantação,2020 - ...,7,600000.0,140000.0,1,P,Serviços,5,0,14
92,2020-11-03,2020,1,2020-11-03,IBS Paper Performance,IBS do Brasil Tecnologia em Papel,10.0,2.05,Sim,Nova Odessa,RA Campinas,Instalação nova fábrica de papel em Nova Odessa,1721-4 - Fabricação de papel,"2865-8 - Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",Implantação,2020 - 2020,3,10000000.0,2050000.0,5,G,Indústria,5,3,7
93,2020-12-02,2020,1,2020-12-02,São Paulo Advanced Research Center for Biological Control - SPARCBio,Koppert do Brasil Holding / Fundação de Amparo à Pesquisa do Estado de São Paulo - Fapesp,40.0,9.22,Sim,Piracicaba,RA Campinas,"Lançamento centro de pesquisas para controle biológico de pragas e doenças na agricultura, em parceria com a Esalq/USP e a Fapesp",7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,"4683-4 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo / 8411-6 - Administração pública em geral",Implantação,2020 - 2029,7,40000000.0,9220000.0,5,G,Serviços,5,1,15
94,2020-05-03,2020,1,2020-05-03,Usina Batatais,Usina Batatais Açúcar e Álcool,158.0,32.35,Sim,Batatais,RA Franca,Ampliação canavial para aumento da produção,0113-0 - Cultivo de cana-de-açúcar,1071-6 - Fabricação de açúcar em bruto,Ampliação,2020 - 2020,9,158000000.0,32350000.0,7,GG,Outros,31,1,-1
95,2020-05-03,2020,1,2020-05-03,Serviço Social do Transporte - Sest e Serviço Nacional de Aprendizagem do Transporte - Senat,Serviço Social do Transporte - Sest,12.9,2.64,Sim,Osvaldo Cruz,RA Presidente Prudente,Inauguração unidade de formação e qualificação de profissionais do setor de transportes,8599-6 - Atividades de ensino não especificadas anteriormente,8800-6 - Serviços de assistência social sem alojamento,Implantação,2020 - 2020,7,12900000.0,2640000.0,5,G,Serviços,33,1,23
96,2020-01-16,2020,1,2020-01-16,Tuk Tuk Transporte Alternativo,Jaqueline Estevão da Silva,0.02,0.0,Sim,Presidente Epitácio,RA Presidente Prudente,Lançamento serviço de transporte alternativo de passageiros para corridas regulares e passeios turísticos,5229-0 - Atividades auxiliares dos transportes terrestres não especificadas anteriormente,4923-0 - Transporte rodoviário de táxi,Implantação,2019 - 2019,5,20000.0,0.0,1,P,Infraestrutura,33,0,11
97,2020-02-02,2020,1,2020-02-02,Instituto do Coração de Presidente Prudente,Instituto do Coração de Presidente Prudente,2.0,0.46,Sim,Presidente Prudente,RA Presidente Prudente,Aquisição equipamento de hemodinâmica destinado para cateterismo,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,... - 2020,7,2000000.0,460000.0,3,M,Serviços,33,0,18
98,2020-02-26,2020,1,2020-02-26,Amigão Supermercados,Companhia Sulamericana de Distribuição,30.0,6.91,Sim,Presidente Prudente,RA Presidente Prudente,Implantação supermercado de mercadorias em geral,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2020 - 2020,1,30000000.0,6910000.0,5,G,Comércio,33,3,24
99,2020-05-03,2020,1,2020-05-03,Ademilar,Ademilar Administradora de Consórcios,0.06,0.01,Sim,Presidente Prudente,RA Presidente Prudente,Inauguração unidade de negócios da empresa de consórcios,6493-0 - Administração de consórcios para aquisição de bens e direitos,6493-0 - Administração de consórcios para aquisição de bens e direitos,Implantação,2019 - 2020,7,60000.0,10000.0,1,P,Serviços,33,0,25
100,2020-09-03,2020,1,2020-09-03,Supermercado Avenida,Supermercado Avenida,15.0,3.07,Sim,Presidente Prudente,RA Presidente Prudente,Construção supermercado de mercadorias em geral,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2020 - 2020,1,15000000.0,3070000.0,5,G,Comércio,33,3,24
101,2020-10-03,2020,1,2020-10-03,Energisa,Energisa,25.0,5.12,Sim,Presidente Prudente,RA Presidente Prudente,"Expansão e instalação subestações de energia, garantindo melhor fornecimento de energia elétrica ao município",3512-3 - Transmissão de energia elétrica,6462-0 - Holdings de instituições não-financeiras,Ampliação,2020 - 2020,5,25000000.0,5120000.0,5,G,Infraestrutura,33,1,35
102,2020-04-01,2020,1,2020-04-01,Granja Acampamento,Granja Acampamento,3.0,0.72,Sim,Regente Feijó,RA Presidente Prudente,Ampliação e modernização produção de ovos,0155-5 - Criação de aves,4633-8 - Comércio atacadista de hortifrutigranjeiros,Ampliação,2019 - ...,9,3000000.0,720000.0,3,M,Outros,33,0,-1
103,2020-01-02,2020,1,2020-01-02,Liza Silone,Elizabeth Cristina Silone Santos,0.05,0.01,Sim,Cubatão,RA Santos,Inauguração novo espaço de serviço de design de sobrancelhas e limpeza de pele,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,Implantação,2019 - 2020,7,50000.0,10000.0,1,P,Serviços,7,0,14
